13.4,5.112,11.856,38.61,0,4,55.2,22,16,6.084,14.43766667,54.44666667,0,1.333333333,18.66666667,20.4,32.41
12,4.634,11.106,32.41,0,0,7.2,41.6,13.46666667,5.169666667,12.31533333,41.25,0,1.333333333,21.06666667,25.2,29.05
11.9,4.817,28.253,29.05,32.8,8.8,143.2,1.6,12.43333333,4.854333333,17.07166667,33.35666667,10.93333333,4.266666667,68.53333333,21.73333333,34.01
25.6,5.872,36.554,34.01,4.8,4,12,18,16.5,5.107666667,25.30433333,31.82333333,12.53333333,4.266666667,54.13333333,20.4,66.89
18.6,5.122,19.74,66.89,5.6,1.6,12.8,103.6,18.7,5.270333333,28.18233333,43.31666667,14.4,4.8,56,41.06666667,52.91
16.4,4.823,18.456,52.91,2.4,0,4.8,26.4,20.2,5.272333333,24.91666667,51.27,4.266666667,1.866666667,9.866666667,49.33333333,40
14.3,4.348,14.608,40,0,0,4.8,7.2,16.43333333,4.764333333,17.60133333,53.26666667,2.666666667,0.533333333,7.466666667,45.73333333,37.47
12.7,4.059,14.354,37.47,8.8,20,33.6,19.2,14.46666667,4.41,15.806,43.46,3.733333333,6.666666667,14.4,17.6,30.47
15.6,4.39,17.31,30.47,5.6,0.8,0.8,8.8,14.2,4.265666667,15.424,35.98,4.8,6.933333333,13.06666667,11.73333333,36.89
43,25.141,60.588,36.89,13.6,60,83.2,36,23.76666667,11.19666667,30.75066667,34.94333333,9.333333333,26.93333333,39.2,21.33333333,90.87
55.3,18.877,37.16,90.87,18.4,0,7.2,6.4,37.96666667,16.136,38.35266667,52.74333333,12.53333333,20.26666667,30.4,17.06666667,134.9
24.4,11.684,22.181,134.9,10,0,0,0,40.9,18.56733333,39.97633333,87.55333333,14,20,30.13333333,14.13333333,73.96
17.3,7.952,16.25,73.96,1.6,0,0,0,32.33333333,12.83766667,25.197,99.91,10,0,2.4,2.133333333,48.21
14.3,6.379,12.918,48.21,1.6,0,0,0,18.66666667,8.671666667,17.11633333,85.69,4.4,0,0,0,37.13
12.4,5.288,10.971,37.13,0.8,0,0,4,14.66666667,6.539666667,13.37966667,53.1,1.333333333,0,0,1.333333333,31.33
11.2,4.704,12.668,31.33,0.8,0,0,4,12.63333333,5.457,12.18566667,38.89,1.066666667,0,0,2.666666667,29.42
10.2,4.472,9.636,29.42,0,4.8,8.8,28,11.26666667,4.821333333,11.09166667,32.62666667,0.533333333,1.6,2.933333333,12,25.83
9.43,3.817,9.117,25.83,0,0,0,0,10.27666667,4.331,10.47366667,28.86,0.266666667,1.6,2.933333333,10.66666667,22.82
8.8,3.549,8.712,22.82,0,0,0,0,9.476666667,3.946,9.155,26.02333333,0,1.6,2.933333333,9.333333333,21.51
8.32,3.34,7.874,21.51,0.8,0,0,0,8.85,3.568666667,8.567666667,23.38666667,0.266666667,0,0,0,19.93
8.04,3.257,7.381,19.93,0,0,0,0,8.386666667,3.382,7.989,21.42,0.266666667,0,0,0,19.06
7.74,3.111,7.01,19.06,0,0,0,0,8.033333333,3.236,7.421666667,20.16666667,0.266666667,0,0,0,18.14
7.38,2.975,6.741,18.14,0,0,0,0,7.72,3.114333333,7.044,19.04333333,0,0,0,0,17.15
7.17,2.94,6.371,17.15,0,0,0,0,7.43,3.008666667,6.707333333,18.11666667,0,0,0,0,16.21
7.89,6.361,8.689,16.21,2.4,11.2,20,47.2,7.48,4.092,7.267,17.16666667,0.8,3.733333333,6.666666667,15.73333333,21.44
8.66,4.979,11.126,21.44,0.8,12.8,0,1.6,7.906666667,4.76,8.728666667,18.26666667,1.066666667,8,6.666666667,16.26666667,24.91
8.4,3.789,8.803,24.91,0,0,0,0,8.316666667,5.043,9.539333333,20.85333333,1.066666667,8,6.666666667,16.26666667,21.98
7.95,3.442,10.275,21.98,0,27.2,76,115.2,8.336666667,4.07,10.068,22.77666667,0.266666667,13.33333333,25.33333333,38.93333333,19.51
120,40.574,188.751,19.51,9.6,145.6,149.6,178.8,45.45,15.935,69.27633333,22.13333333,3.2,57.6,75.2,98,189.6
155,39.209,72.276,189.6,3.2,0,61.6,41.6,94.31666667,27.74166667,90.434,77.03,4.266666667,57.6,95.73333333,111.8666667,277.1
73,18.776,68.591,277.1,0.8,26.4,90.4,132,116,32.853,109.8726667,162.07,4.533333333,57.33333333,100.5333333,117.4666667,171.9
107,32.623,102.646,171.9,1.6,13.6,32,57.6,111.6666667,30.20266667,81.171,212.8666667,1.866666667,13.33333333,61.33333333,77.06666667,211.8
81.2,23.83,64.309,211.8,0.8,0.8,1.6,1.6,87.06666667,25.07633333,78.51533333,220.2666667,1.066666667,13.6,41.33333333,63.73333333,182.9
37.8,11.137,34.209,182.9,0.8,0,0,0,75.33333333,22.53,67.05466667,188.8666667,1.066666667,4.8,11.2,19.73333333,103
25.5,9.08,29.53,103,49.6,34.4,48.8,42.4,48.16666667,14.68233333,42.68266667,165.9,17.06666667,11.73333333,16.8,14.66666667,67.18
42.1,13.044,44.007,67.18,0.8,0,4,2.4,35.13333333,11.087,35.91533333,117.6933333,17.06666667,11.46666667,17.6,14.93333333,92.33
27.5,9.244,26.427,92.33,0,0,0,0,31.7,10.456,33.32133333,87.50333333,16.8,11.46666667,17.6,14.93333333,74.03
19.6,6.626,19.746,74.03,0,0,0,0,29.73333333,9.638,30.06,77.84666667,0.266666667,0,1.333333333,0.8,51.53
16.2,5.411,15.911,51.53,0,0,0,0,21.1,7.093666667,20.69466667,72.63,0,0,0,0,41.04
14.1,4.672,13.704,41.04,0,0,0,0,16.63333333,5.569666667,16.45366667,55.53333333,0,0,0,0,34.74
13,4.259,12.549,34.74,7.2,4.8,14.4,32.8,14.43333333,4.780666667,14.05466667,42.43666667,2.4,1.6,4.8,10.93333333,31.28
12.5,4.113,12.163,31.28,2.4,0.8,10.4,2.4,13.2,4.348,12.80533333,35.68666667,3.2,1.866666667,8.266666667,11.73333333,29.67
12.2,3.85,12.318,29.67,2.4,0,24.8,16,12.56666667,4.074,12.34333333,31.89666667,4,1.866666667,16.53333333,17.06666667,29.22
11.5,3.792,11.922,29.22,5.6,1.6,28.8,11.2,12.06666667,3.918333333,12.13433333,30.05666667,3.466666667,0.8,21.33333333,9.866666667,27.6
11.4,4.049,16.532,27.6,48,5.6,46,118.4,11.7,3.897,13.59066667,28.83,18.66666667,2.4,33.2,48.53333333,28.03
57.2,9.607,110.011,28.03,15.2,0,58.4,137.6,26.7,5.816,46.155,28.28333333,22.93333333,2.4,44.4,89.06666667,123.9
32.1,14.618,48.409,123.9,5.6,4,23.2,16,33.56666667,9.424666667,58.31733333,59.84333333,22.93333333,3.2,42.53333333,90.66666667,119.9
17.4,8.272,28.533,119.9,3.2,0,4,8.8,35.56666667,10.83233333,62.31766667,90.61,8,1.333333333,28.53333333,54.13333333,60.87
14.5,5.876,21.31,60.87,0,1.6,0,0,21.33333333,9.588666667,32.75066667,101.5566667,2.933333333,1.866666667,9.066666667,8.266666667,44.06
12.5,4.76,15.941,44.06,0.8,0,0.8,0.8,14.8,6.302666667,21.928,74.94333333,1.333333333,0.533333333,1.6,3.2,35.14
10.8,4.002,12.733,35.14,0,0,0,0,12.6,4.879333333,16.66133333,46.69,0.266666667,0.533333333,0.266666667,0.266666667,28.75
9.62,3.507,10.713,28.75,0,0,0,0,10.97333333,4.089666667,13.129,35.98333333,0.266666667,0,0.266666667,0.266666667,24.44
8.72,3.159,9.44,24.44,0,0,0,0.8,9.713333333,3.556,10.962,29.44333333,0,0,0,0.266666667,21.47
8.17,2.993,8.629,21.47,0,0,0,0,8.836666667,3.219666667,9.594,24.88666667,0,0,0,0.266666667,19.92
7.85,2.952,8.028,19.92,4,0,25.6,4.8,8.246666667,3.034666667,8.699,21.94333333,1.333333333,0,8.533333333,1.866666667,18.9
7.7,3.038,7.799,18.9,0,4.8,22,18.4,7.906666667,2.994333333,8.152,20.09666667,1.333333333,1.6,15.86666667,7.733333333,18.55
8.28,3.101,8.481,18.55,19.2,18.4,14.4,30.4,7.943333333,3.030333333,8.102666667,19.12333333,7.733333333,7.733333333,20.66666667,17.86666667,19.22
8.4,3.364,9.491,19.22,0,0,0,0,8.126666667,3.167666667,8.590333333,18.89,6.4,7.733333333,12.13333333,16.26666667,20.78
8.02,3.161,8.933,20.78,0,0,0,0,8.233333333,3.208666667,8.968333333,19.51666667,6.4,6.133333333,4.8,10.13333333,20.21
8.85,4.274,9.177,20.21,24,32,25.6,24,8.423333333,3.599666667,9.200333333,20.07,8,10.66666667,8.533333333,8,21.15
9.11,3.805,9.542,21.15,7.2,4.8,34.4,10.4,8.66,3.746666667,9.217333333,20.71333333,10.4,12.26666667,20,11.46666667,22.53
8.26,3.192,8.291,22.53,0,0,0,0,8.74,3.757,9.003333333,21.29666667,10.4,12.26666667,20,11.46666667,20.07
7.55,2.959,7.873,20.07,4.8,6.4,26.4,16.8,8.306666667,3.318666667,8.568666667,21.25,4,3.733333333,20.26666667,9.066666667,18.18
7.54,3.386,11.416,18.18,17.6,2.4,19.2,48.8,7.783333333,3.179,9.193333333,20.26,7.466666667,2.933333333,15.2,21.86666667,18.48
10.9,3.391,15.848,18.48,6.4,0.8,11.2,18,8.663333333,3.245333333,11.71233333,18.91,9.6,3.2,18.93333333,27.86666667,28.35
8.62,2.846,12.47,28.35,0,0,0,0,9.02,3.207666667,13.24466667,21.67,8,1.066666667,10.13333333,22.26666667,24.66
7.33,2.651,9.312,24.66,0,0,0,0,8.95,2.962666667,12.54333333,23.83,2.133333333,0.266666667,3.733333333,6,19.59
6.66,2.544,7.689,19.59,0,2.4,0,0,7.536666667,2.680333333,9.823666667,24.2,0,0.8,0,0,16.59
6.62,3.005,7.691,16.59,0.8,5.6,0,0.8,6.87,2.733333333,8.230666667,20.28,0.266666667,2.666666667,0,0.266666667,16.35
6.38,2.721,6.799,16.35,0.8,0,0,0,6.553333333,2.756666667,7.393,17.51,0.533333333,2.666666667,0,0.266666667,15.8
6.24,2.475,6.364,15.8,4.8,19.2,5.6,11.2,6.413333333,2.733666667,6.951333333,16.24666667,2.133333333,8.266666667,1.866666667,4,14.38
6.4,2.58,5.959,14.38,0,0,28.8,8.8,6.34,2.592,6.374,15.51,1.866666667,6.4,11.46666667,6.666666667,14.31
5.9,2.406,5.491,14.31,0,0,0,0,6.18,2.487,5.938,14.83,1.6,6.4,11.46666667,6.666666667,13.53
5.6,2.326,5.181,13.53,0,0,0,0,5.966666667,2.437333333,5.543666667,14.07333333,0,0,9.6,2.933333333,12.83
5.3,2.272,4.885,12.83,0,0,0,0,5.6,2.334666667,5.185666667,13.55666667,0,0,0,0,12.16
5.18,2.228,4.699,12.16,0.8,0,0,2.4,5.36,2.275333333,4.921666667,12.84,0.266666667,0,0,0.8,11.7
5.01,2.202,4.783,11.7,0,0,0,3.2,5.163333333,2.234,4.789,12.23,0.266666667,0,0,1.866666667,11.16
5.14,2.184,5.128,11.16,0,0,20,3.2,5.11,2.204666667,4.87,11.67333333,0.266666667,0,6.666666667,2.933333333,11.6
4.89,2.171,4.578,11.6,0.8,0,71.2,10.4,5.013333333,2.185666667,4.829666667,11.48666667,0.266666667,0,30.4,5.6,11.34
4.79,2.181,4.503,11.34,2.4,0,18.4,18.4,4.94,2.178666667,4.736333333,11.36666667,1.066666667,0,36.53333333,10.66666667,10.95
4.64,2.13,4.408,10.95,0,0,0,0,4.773333333,2.160666667,4.496333333,11.29666667,1.066666667,0,29.86666667,9.6,10.5
4.57,2.094,4.471,10.5,0,0,0,0,4.666666667,2.135,4.460666667,10.93,0.8,0,6.133333333,6.133333333,10.2
